timestamp,topic,message
2025-11-27T10:49:48.694000+00:00,bhkw/sollwert,70
2025-11-27T10:49:48.702000+00:00,bhkw/error,False
2025-11-27T10:49:48.703000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:49.654000+00:00,bhkw/warning,True
2025-11-27T10:49:49.686000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:49.697000+00:00,bhkw/sollwert,70
2025-11-27T10:49:49.698000+00:00,bhkw/error,False
2025-11-27T10:49:49.700000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:50.661000+00:00,bhkw/warning,True
2025-11-27T10:49:50.683000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:50.696000+00:00,bhkw/sollwert,70
2025-11-27T10:49:50.697000+00:00,bhkw/error,False
2025-11-27T10:49:50.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:51.653000+00:00,bhkw/warning,True
2025-11-27T10:49:51.683000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:51.695000+00:00,bhkw/sollwert,70
2025-11-27T10:49:51.704000+00:00,bhkw/error,False
2025-11-27T10:49:51.706000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:52.661000+00:00,bhkw/warning,True
2025-11-27T10:49:52.697000+00:00,bhkw/sollwert,70
2025-11-27T10:49:52.697000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:52.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:52.705000+00:00,bhkw/error,False
2025-11-27T10:49:53.646000+00:00,bhkw/warning,True
2025-11-27T10:49:53.681000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:53.694000+00:00,bhkw/sollwert,70
2025-11-27T10:49:53.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:53.706000+00:00,bhkw/error,False
2025-11-27T10:49:54.655000+00:00,bhkw/warning,True
2025-11-27T10:49:54.684000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:54.696000+00:00,bhkw/sollwert,70
2025-11-27T10:49:54.700000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:54.705000+00:00,bhkw/error,False
2025-11-27T10:49:55.657000+00:00,bhkw/warning,True
2025-11-27T10:49:55.681000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:55.722000+00:00,bhkw/sollwert,70
2025-11-27T10:49:55.722000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:55.723000+00:00,bhkw/error,False
2025-11-27T10:49:56.656000+00:00,bhkw/warning,True
2025-11-27T10:49:56.708000+00:00,bhkw/sollwert,70
2025-11-27T10:49:56.710000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:56.711000+00:00,bhkw/error,False
2025-11-27T10:49:56.713000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:57.678000+00:00,bhkw/warning,True
2025-11-27T10:49:57.683000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:57.707000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:57.708000+00:00,bhkw/error,False
2025-11-27T10:49:57.709000+00:00,bhkw/sollwert,70
2025-11-27T10:49:58.668000+00:00,bhkw/warning,True
2025-11-27T10:49:58.700000+00:00,bhkw/sollwert,70
2025-11-27T10:49:58.702000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:58.704000+00:00,bhkw/error,False
2025-11-27T10:49:58.706000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:59.680000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:59.681000+00:00,bhkw/warning,True
2025-11-27T10:49:59.708000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:59.709000+00:00,bhkw/error,False
2025-11-27T10:49:59.710000+00:00,bhkw/sollwert,70
2025-11-27T10:50:00.655000+00:00,bhkw/warning,True
2025-11-27T10:50:00.702000+00:00,bhkw/sollwert,70
2025-11-27T10:50:00.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:00.705000+00:00,bhkw/error,False
2025-11-27T10:50:00.707000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:01.679000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:01.682000+00:00,bhkw/warning,True
2025-11-27T10:50:01.703000+00:00,bhkw/sollwert,70
2025-11-27T10:50:01.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:01.705000+00:00,bhkw/error,False
2025-11-27T10:50:02.649000+00:00,bhkw/warning,True
2025-11-27T10:50:02.697000+00:00,bhkw/sollwert,70
2025-11-27T10:50:02.700000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:02.700000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:02.702000+00:00,bhkw/error,False
2025-11-27T10:50:03.682000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:03.684000+00:00,bhkw/warning,True
2025-11-27T10:50:03.704000+00:00,bhkw/sollwert,70
2025-11-27T10:50:03.708000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:03.708000+00:00,bhkw/error,False
2025-11-27T10:50:04.658000+00:00,bhkw/warning,True
2025-11-27T10:50:04.679000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:04.698000+00:00,bhkw/sollwert,70
2025-11-27T10:50:04.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:04.701000+00:00,bhkw/error,False
2025-11-27T10:50:05.657000+00:00,bhkw/warning,True
2025-11-27T10:50:05.678000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:05.712000+00:00,bhkw/sollwert,70
2025-11-27T10:50:05.714000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:05.714000+00:00,bhkw/error,False
2025-11-27T10:50:06.647000+00:00,bhkw/warning,True
2025-11-27T10:50:06.680000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:06.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:06.701000+00:00,bhkw/sollwert,70
2025-11-27T10:50:06.707000+00:00,bhkw/error,False
2025-11-27T10:50:07.666000+00:00,bhkw/warning,True
2025-11-27T10:50:07.680000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:07.700000+00:00,bhkw/sollwert,70
2025-11-27T10:50:07.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:07.702000+00:00,bhkw/error,False
2025-11-27T10:50:08.647000+00:00,bhkw/warning,True
2025-11-27T10:50:08.681000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:08.696000+00:00,bhkw/sollwert,70
2025-11-27T10:50:08.699000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:08.723000+00:00,bhkw/error,False
2025-11-27T10:50:09.645000+00:00,bhkw/warning,True
2025-11-27T10:50:09.712000+00:00,bhkw/sollwert,70
2025-11-27T10:50:09.714000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:09.714000+00:00,bhkw/error,False
2025-11-27T10:50:09.715000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:10.646000+00:00,bhkw/warning,True
2025-11-27T10:50:10.681000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:10.694000+00:00,bhkw/sollwert,70
2025-11-27T10:50:10.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:10.703000+00:00,bhkw/error,False
2025-11-27T10:50:11.656000+00:00,bhkw/warning,True
2025-11-27T10:50:11.708000+00:00,bhkw/sollwert,70
2025-11-27T10:50:11.709000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:11.710000+00:00,bhkw/error,False
2025-11-27T10:50:11.711000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:12.645000+00:00,bhkw/warning,True
2025-11-27T10:50:12.682000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:12.719000+00:00,bhkw/sollwert,70
2025-11-27T10:50:12.721000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:12.721000+00:00,bhkw/error,False
2025-11-27T10:50:13.644000+00:00,bhkw/warning,True
2025-11-27T10:50:13.684000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:13.699000+00:00,bhkw/sollwert,70
2025-11-27T10:50:13.700000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:13.702000+00:00,bhkw/error,False
